	hin	eng	hin_id	eng_id	hin_gloss	eng_gloss	hin_ex	eng_ex	ign
11711	आयुष्य_1	age_13	3159	15254028	जन्म से लेकर अब तक का जीवन काल या बीता हुआ जीवन काल	['an era of history having some distinctive feature']	"""श्याम मुझसे उम्र में दो साल बड़ा है ।"""	['we live in a litigious age']	True
11712	आयुष्य_1	age_13	3159	248026	जन्म से लेकर अब तक का जीवन काल या बीता हुआ जीवन काल	['grow old or older']	"""श्याम मुझसे उम्र में दो साल बड़ा है ।"""	['She aged gracefully', 'we age every day--what a depressing thought!', 'Young men senesce']	True
11713	आयुष्य_1	age_13	3159	15153787	जन्म से लेकर अब तक का जीवन काल या बीता हुआ जीवन काल	['a late time of life']	"""श्याम मुझसे उम्र में दो साल बड़ा है ।"""	"['old age is not for sissies', ""he' s showing his years"", ""age hasn' t slowed him down at all"", 'a beard white with eld', 'on the brink of geezerhood']"	True
11714	आँच_1	fire_3	2212	378664	जिसमें अवरोध न हो या बिना अवरोध का	['destroy by fire']	"""यह मार्ग अवरोधहीन है । / निष्कंटक जीवन की चाह सभी को होती है ।"""	['They burned the house and his diaries']	True
11715	आँच_1	fire_3	2212	2402825	जिसमें अवरोध न हो या बिना अवरोध का	['terminate the employment of']	"""यह मार्ग अवरोधहीन है । / निष्कंटक जीवन की चाह सभी को होती है ।"""	['The boss fired his secretary today', 'The company terminated 25% of its workers']	True
11716	आँच_1	fire_3	2212	1133825	जिसमें अवरोध न हो या बिना अवरोध का	['cause to go off']	"""यह मार्ग अवरोधहीन है । / निष्कंटक जीवन की चाह सभी को होती है ।"""	['fire a gun', 'fire a bullet']	True
11717	आँच_1	fire_3	2212	13480848	जिसमें अवरोध न हो या बिना अवरोध का	['the process of combustion of inflammable materials producing heat and light and (often) smoke']	"""यह मार्ग अवरोधहीन है । / निष्कंटक जीवन की चाह सभी को होती है ।"""	"[""fire was one of our ancestors'  first discoveries""]"	True
11718	आँच_1	fire_3	2212	1134238	जिसमें अवरोध न हो या बिना अवरोध का	['go off or discharge']	"""यह मार्ग अवरोधहीन है । / निष्कंटक जीवन की चाह सभी को होती है ।"""	['The gun fired']	True
11719	आँच_1	fire_3	2212	7302836	जिसमें अवरोध न हो या बिना अवरोध का	['the event of something burning (often destructive)']	"""यह मार्ग अवरोधहीन है । / निष्कंटक जीवन की चाह सभी को होती है ।"""	['they lost everything in the fire']	True
11720	आँच_1	fire_3	2212	1759326	जिसमें अवरोध न हो या बिना अवरोध का	['call forth   (emotions, feelings, and responses)']	"""यह मार्ग अवरोधहीन है । / निष्कंटक जीवन की चाह सभी को होती है ।"""	['arouse pity', 'raise a smile', 'evoke sympathy']	True
11721	अँगरेजी_2	English_1	10814	6947032	अँग्रेजों की भाषा जो ब्रिटेन के साथ ही साथ कई अन्य देशों की राजभाषा है	['an Indo-European language belonging to the West Germanic branch', ' the official language of Britain and the United States and most of the commonwealth countries']	"""वह हिंदी के साथ-साथ अंग्रेजी भी बोल लेता है ।"""	[]	False
11722	अँगरेजी_2	English_1	18764	3003616	अंग्रेज़ी भाषा से संबंधित या अंग्रेज़ी भाषा का	['of or relating to the English language']	"""हमलोग अंग्रेजी फिल्म देखने गए थे ।"""	[]	False
11723	अँगरेजी_2	English_1	19367	3003344	इंग्लैंड से संबंधित या इंग्लैंड का	['of or relating to or characteristic of England or its culture or people']	"""अंग्रेज तो चले गए पर अंग्रेजी सभ्यता यहीं रह गई ।"""	['English history', 'the English landed aristocracy', 'English literature']	False
11724	अँगरेजी_2	English_1	27001	6155432	वह विषय जिसमें अंग्रेजी भाषा और उसके साहित्य, व्याकरण आदि का अध्ययन किया जाता है	['the discipline that studies the English language and literature']	"""वह कक्षा एक से ही अंग्रेजी पढ़ता है ।"""	[]	False
11725	अँगीठी_1	grate_1	14178	1394464	आग रखने का पात्र	['make a grating or grinding sound by rubbing together']	"""ठंडी के दिनों में अँगीठी का उपयोग कमरे को गरम रखने के लिए होता है ।"""	"[""grate one' s teeth in anger""]"	True
11726	अँगीठी_1	grate_1	14178	1574077	आग रखने का पात्र	['reduce to small shreds or pulverize by rubbing against a rough or sharp perforated surface']	"""ठंडी के दिनों में अँगीठी का उपयोग कमरे को गरम रखने के लिए होता है ।"""	['grate carrots and onions', 'grate nutmeg']	True
11727	अँगीठी_1	grate_1	2008	1394464	लोहे, मिट्टी आदि का एकमुँहा पात्र जिसमें विशेषकर कोयले से आग सुलगाते हैं	['make a grating or grinding sound by rubbing together']	"""वह अँगीठी पर चाय बना रही है ।"""	"[""grate one' s teeth in anger""]"	True
11728	अँगीठी_1	grate_1	2008	1574077	लोहे, मिट्टी आदि का एकमुँहा पात्र जिसमें विशेषकर कोयले से आग सुलगाते हैं	['reduce to small shreds or pulverize by rubbing against a rough or sharp perforated surface']	"""वह अँगीठी पर चाय बना रही है ।"""	['grate carrots and onions', 'grate nutmeg']	True
11729	अँगोछा_1	towel_3	2017	4459362	एक आयताकार मोटा वस्त्र जो शरीर आदि पोछने के काम में आता है	['a rectangular piece of absorbent cloth (or paper) for drying or wiping']	"""वह तौलिये से मुँह पोछ रहा है ।"""	[]	False
11730	अँगूठी_1	ring_14	2013	4092609	उँगली में पहनने का एक प्रकार का आभूषण	['jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger']	"""श्याम दाहिने हाथ की पाँचों उँगलियों में अँगूठी पहनता है ।"""	['she had rings on every finger', 'he noted that she wore a wedding band']	False
11731	आँकड़ा_2	statistics_2	3279	6018465	कोई चीज फँसाने या टाँगने आदि के लिए बना हुआ लोहे आदि का टेढ़ा काँटा	['a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters']	"""उसने गिरे हुए कपड़े को अँकुसी से उठाया ।"""	[]	True
11732	आँकड़ा_2	statistics_2	39027	6018465	एक या इकाइयों की अनिश्चित मात्रा या जोड़ या कुल में युक्त गुण	['a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters']	"""वह आँकड़ा लगभग हजार का था ।"""	[]	True
11733	आँकड़े_1	data_1	38616	8462320	वह डेटा जो संख्या के रूप में हो	['a collection of facts from which conclusions may be drawn']	"""ये आँकड़े राज्य के जन्म और मृत्यु की संख्या दर्शा रहे हैं ।"""	['statistical data']	True
11734	आँकड़े_2	statistics_1	38616	6018465	वह डेटा जो संख्या के रूप में हो	['a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters']	"""ये आँकड़े राज्य के जन्म और मृत्यु की संख्या दर्शा रहे हैं ।"""	[]	True
11735	अँकाई_1	evaluation_1	14144	5736149	आँकने की क्रिया या भाव	['an appraisal of the value of something']	"""फसल की दाम अँकाई जारी है ।"""	['he set a high valuation on friendship']	False
11736	अँकाई_2	marking_2	14144	263642	आँकने की क्रिया या भाव	['the act of making a visible mark on a surface']	"""फसल की दाम अँकाई जारी है ।"""	[]	True
11737	अँकाई_2	marking_2	14144	874977	आँकने की क्रिया या भाव	['evaluation of performance by assigning a grade or score']	"""फसल की दाम अँकाई जारी है ।"""	['what he disliked about teaching was all the grading he had to do']	True
11738	अँकाई_2	marking_2	14144	263642	आँकने की क्रिया या भाव	['the act of making a visible mark on a surface']	"""फसल की दाम अँकाई जारी है ।"""	[]	True
11739	आँवाँ_1	pottery_1	585	609868	वह गड्ढा जिसमें कुम्हार मिट्टी के बर्तन पकाते हैं	['the craft of making earthenware']	"""आँवे में पककर बर्तन मज़बूत हो जाते हैं ।"""	[]	True
11740	आँवाँ_1	pottery_1	585	3992888	वह गड्ढा जिसमें कुम्हार मिट्टी के बर्तन पकाते हैं	['a workshop where clayware is made']	"""आँवे में पककर बर्तन मज़बूत हो जाते हैं ।"""	[]	True
11741	आँवाँ_1	pottery_1	585	3992703	वह गड्ढा जिसमें कुम्हार मिट्टी के बर्तन पकाते हैं	['ceramic ware made from clay and baked in a kiln']	"""आँवे में पककर बर्तन मज़बूत हो जाते हैं ।"""	[]	True
11742	अँतरा_1	alternative_1	14279	5790944	एक के बाद का	['one of a number of things from which only one can be chosen']	"""अँतरी पंक्ति पर खड़े बच्चों का ड्रेस पीले रंग का है ।"""	['what option did I have?', 'there no other alternative', 'my only choice is to refuse']	True
11743	आँधी_1	storm_5	3241	11462526	बहुत वेग की हवा जिससे इतनी धूल उठे कि चारों ओर अँधेरा छा जाए	['a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightening']	"""आँधी में मेरा छप्पर उड़ गया ।"""	[]	True
11744	आँधी_1	storm_5	3241	11462526	बहुत वेग की हवा जिससे इतनी धूल उठे कि चारों ओर अँधेरा छा जाए	['a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightening']	"""आँधी में मेरा छप्पर उड़ गया ।"""	[]	True
11745	आँधी_1	storm_5	3241	11462526	बहुत वेग की हवा जिससे इतनी धूल उठे कि चारों ओर अँधेरा छा जाए	['a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightening']	"""आँधी में मेरा छप्पर उड़ गया ।"""	[]	True
11746	आँधी_1	storm_5	3808	11462526	जिसमें आँधी के समान तेजी हो या जो बहुत जल्दी या आवेश में आकर काम करता हो	['a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightening']	"""यह लड़की है या आँधी ।"""	[]	True
11747	आँधी_1	storm_5	3808	11462526	जिसमें आँधी के समान तेजी हो या जो बहुत जल्दी या आवेश में आकर काम करता हो	['a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightening']	"""यह लड़की है या आँधी ।"""	[]	True
11748	आँधी_1	storm_5	3808	11462526	जिसमें आँधी के समान तेजी हो या जो बहुत जल्दी या आवेश में आकर काम करता हो	['a violent weather condition with winds 64-72 knots (11 on the Beaufort scale) and precipitation and thunder and lightening']	"""यह लड़की है या आँधी ।"""	[]	True
11749	ब_4	befool_2	10041	2576349	दस्त लाने वाली दवा	['make a fool or dupe of']	"""जमालगोटा एक अच्छा विरेचन है ।"""	[]	True
11750	ब_4	befool_2	10186	2576349	जैसा होना चाहिए वैसा	['make a fool or dupe of']	"""आपको उचित बात कहनी चाहिए । / समुचित प्रयास से ही किसी भी कार्य में सफलता मिलती है ।"""	[]	True
11751	ब_4	befool_2	10227	2576349	एक सम्मान सूचक शब्द	['make a fool or dupe of']	"""चपरासी को कलेक्टर साहब ने अपने कक्ष में बुलाया ।"""	[]	True
11752	ब_4	befool_2	10347	2576349	अवश्य होने या होकर रहनेवाली बात या घटना	['make a fool or dupe of']	"""होनी को कोई नहीं टाल सकता ।"""	[]	True
11753	ब_4	befool_2	106	2576349	स्वीकार करने की क्रिया या भाव	['make a fool or dupe of']	"""भारत सरकार ने इस परियोजना को चालू करने के लिए अपनी स्वीकृति दे दी है ।"""	[]	True
11754	ब_4	befool_2	1062	2576349	चन्द्रमा का प्रकाश	['make a fool or dupe of']	"""जब हम घर से निकले, आसमान साफ था और पृथ्वी पर चाँदनी फैली हुई थी ।"""	[]	True
11755	ब_4	befool_2	10723	2576349	पीठ पर का उभार	['make a fool or dupe of']	"""झुककर चलने के कारण उसका कूबड़ निकल आया है । / किसी-किसी ऊँट में दो कूबड़ होते हैं ।"""	[]	True
11756	ब_4	befool_2	10729	2576349	एक जगह पर उपस्थित या एक से अधिक मनुष्य, पशु आदि जो एक इकाई के रूप में माने जाएँ	['make a fool or dupe of']	"""खेतों को पशुओं का समुदाय तहस-नहस कर रहा है ।"""	[]	True
11757	ब_4	befool_2	10960	2576349	एक पैगंबर जो इस्लाम के प्रवर्तक थे	['make a fool or dupe of']	"""मुहम्मद साहब का जन्म मक्का में हुआ था ।"""	[]	True
11758	ब_4	befool_2	10963	2576349	वह स्थान जहाँ पर किसी विषय का विशेषतः वैज्ञानिक प्रयोग या जाँच होती है	['make a fool or dupe of']	"""हमारे विद्यालय में कई प्रयोगशालाएँ हैं जहाँ प्रतिदिन कुछ न कुछ प्रयोग चलते रहते हैं ।"""	[]	True
11759	ब_4	befool_2	11083	2576349	इसी समय या इस वक़्त या इस क्षण	['make a fool or dupe of']	"""अभी मैं सोना चाहता हूँ ।"""	[]	True
11760	ब_4	befool_2	11112	2576349	जितना अधिक से अधिक समाया जा सकता हो उतना समाया हुआ	['make a fool or dupe of']	"""पानी से भरे तालाब में तैरने का मज़ा ही कुछ और होता है ।"""	[]	True
11761	ब_4	befool_2	11156	2576349	खेल-कूद,मनोरंजन आदि के लिए बनी हुई कोई संस्था	['make a fool or dupe of']	"""रोहित लायन्स क्लब का सदस्य है ।"""	[]	True
11762	ब_4	befool_2	11167	2576349	किसी के दरबार में जाकर बैठनेवाला व्यक्ति	['make a fool or dupe of']	"""राजा के दरबार में आते ही दरबारियों ने खड़े होकर उनका स्वागत किया ।"""	[]	True
11763	ब_4	befool_2	11244	2576349	जिसमें दोष हो	['make a fool or dupe of']	"""दूषित जल पीने से कई बीमारियाँ होती हैं ।"""	[]	True
11764	ब_4	befool_2	11331	2576349	मुगल बादशाहों का वह प्रतिनिधि जो किसी प्रदेश के शासन के लिए नियुक्त होता था	['make a fool or dupe of']	"""बादशाह ने सभी नवाबों को अपने दरबार में पेश होने का हुक्म दिया ।"""	[]	True
11765	ब_4	befool_2	11546	2576349	खाली या रिक्त स्थान	['make a fool or dupe of']	"""वह शून्य में घूर रही थी ।"""	[]	True
11766	ब_4	befool_2	1155	2576349	इस्लाम धर्म में ईश्वर के लिए प्रयुक्त नाम	['make a fool or dupe of']	"""ईश्वर और अल्लाह एक ही हैं ।"""	[]	True
11767	ब_4	befool_2	1156	2576349	जो भाग्य का धनी हो	['make a fool or dupe of']	"""आप पहले सौभाग्यशाली व्यक्ति हैं जो इस इनाम के हक़दार हैं ।"""	[]	True
11768	ब_4	befool_2	1166	2576349	परलोक, ईश्वर आदि के संबंध में विशेष प्रकार का विश्वास और उपासना की विशेष प्रणाली	['make a fool or dupe of']	"""हिंदू धर्म की सबसे बड़ी विशेषता यह है कि उसमें अन्य सभी धर्मों के प्रति सहनशीलता है ।"""	[]	True
11769	ब_4	befool_2	11724	2576349	जिसमें कोई दोष न हो	['make a fool or dupe of']	"""मुझे आज तक कोई भी पूर्णतः निर्दोष व्यक्ति नहीं मिला ।"""	[]	True
11770	ब_4	befool_2	11815	2576349	आय-व्यय आदि का विवरण	['make a fool or dupe of']	"""दूकानदार हर दिन का हिसाब अपने खाते में लिखते हैं ।"""	[]	True
11771	ब_4	befool_2	11826	2576349	ऊबने की स्थिति या भाव	['make a fool or dupe of']	"""ऊब से बचने का कोई उपाय है आपके पास । / दिनभर सम्मेलन में सबका व्याखान सुनते-सुनते अब उबाई आने लगी है, चलो कहीं घूमकर आते हैं ।"""	[]	True
11772	ब_4	befool_2	1183	2576349	एक प्रसिद्ध पेड़ जिसके सभी अंग कड़ुए होते हैं	['make a fool or dupe of']	"""नीम मानव के लिए बहुत ही उपयोगी है । / नीम की दातुन दाँतों को स्वच्छ और निरोगी बनाती है ।"""	[]	True
11773	ब_4	befool_2	12029	2576349	सहनशील होने की अवस्था या भाव	['make a fool or dupe of']	"""सहनशीलता की परख विपरीत परिस्थितियों में ही होती है ।"""	[]	True
11774	ब_4	befool_2	12313	2576349	जितना है वह सब	['make a fool or dupe of']	"""इस गाँव की कुल आबादी कितनी होगी ?/ समूचे देश ने आवाज उठाई ।/ देश भर में खुशियाँ मनाई गईं ।"""	[]	True
11775	ब_4	befool_2	12408	2576349	बड़ी, बूढ़ी, पूज्य या आदरणीय महिला के लिए आदरपूर्वक संबोधन	['make a fool or dupe of']	"""माताजी आप अपना पैर ऊपर कर लीजिए ।"""	[]	True
11776	ब_4	befool_2	1245	2576349	पानी का बड़ा कुंड	['make a fool or dupe of']	"""अधिक गरमी के कारण इस तालाब का पानी सूख रहा है। / तालाब में रंगीन कमल खिले हुए हैं ।"""	[]	True
11777	ब_4	befool_2	12652	2576349	पास या निकट होने की अवस्था या भाव	['make a fool or dupe of']	"""स्थान की नज़दीकी कभी-कभी दिलों में भी नज़दीकी ला देती है ।"""	[]	True
11778	ब_4	befool_2	12810	2576349	वह जो चाटुकारिता करता हो	['make a fool or dupe of']	"""हमारे गाँव में चाटुकारों की कमी नहीं है ।"""	[]	True
11779	ब_4	befool_2	12866	2576349	दीवारें आदि बनाते समय उनकी सीध नापने का एक प्रकार का डोरेदार लट्टू जैसा उपकरण	['make a fool or dupe of']	"""राजमिस्त्री दीवार पर साहुल लटका रहा है ।"""	[]	True
11780	ब_4	befool_2	13	2576349	दूसरों के साथ बलपूर्वक किया जानेवाला वह अनुचित व्यवहार जिससे उन्हें बहुत कष्ट हो	['make a fool or dupe of']	"""भारतीय जनता पर अँग्रेज़ों ने बहुत ही अत्याचार किए ।"""	[]	True
11781	ब_4	befool_2	13171	2576349	शक्ति, सम्मान, भय, आतंक या कोई विशेष बात आदि से प्राप्त प्रसिद्धि	['make a fool or dupe of']	"""इस इलाके में ठाकुर रणवीर की धाक है ।"""	[]	True
11782	ब_4	befool_2	13340	2576349	अधिक मात्रा में	['make a fool or dupe of']	"""आज वह बहुत हँसा ।"""	[]	True
11783	ब_4	befool_2	13387	2576349	विचित्र चीज़ या बात	['make a fool or dupe of']	"""यह संग्रहालय अजायबों से भरा हुआ है ।"""	[]	True
11784	ब_4	befool_2	13834	2576349	नब्बे अंश का कोण बनानेवाला	['make a fool or dupe of']	"""शिक्षक ने लंबवत रेखा खींचने के लिए कहा ।"""	[]	True
11785	ब_4	befool_2	139	2576349	कोई चीज़ पाने या देखने के लिए पता लगाने की क्रिया कि वह कहाँ है और कैसी है	['make a fool or dupe of']	"""कोलम्बस ने अमेरिका की खोज की ।"""	[]	True
11786	ब_4	befool_2	13923	2576349	वह डंडा जिससे नगारा बजाया जाता है	['make a fool or dupe of']	"""महेश चोब से नगारे को पीट रहा था ।"""	[]	True
11787	ब_4	befool_2	1403	2576349	मन की वह अप्रिय और कष्ट देने वाली अवस्था या बात जिससे छुटकारा पाने की स्वाभाविक प्रवृत्ति होती है	['make a fool or dupe of']	"""दुख में ही प्रभु की याद आती है । / उनकी दुर्दशा देखकर बड़ी कोफ़्त होती है ।"""	[]	True
11788	ब_4	befool_2	14333	2576349	टायर के अंदर रहनेवाली रबड़ की बनी वह गोलाकार वस्तु जिसमें हवा भरी जाती है	['make a fool or dupe of']	"""इस स्कूटर के दोनों टायर और ट्यूब नए हैं ।"""	[]	True
11789	ब_4	befool_2	15839	2576349		['make a fool or dupe of']		[]	True
11790	ब_4	befool_2	1653	2576349	वह निश्चित और अटल दैवी विधान जिसके अनुसार मनुष्य के सब कार्य पहले ही से नियत किये हुए माने जाते हैं और जिसका स्थान ललाट माना गया है	['make a fool or dupe of']	"""कर्मवादी भाग्य में विश्वास नहीं करते । / दैव के भरोसे बैठने वाला जीवन में कुछ नहीं पा सकता ।"""	[]	True
11791	ब_4	befool_2	1677	2576349	कोई प्रश्न या बात सुनकर या पढ़कर उसके समाधान के लिए कही या लिखी हुई बात या वाक्य	['make a fool or dupe of']	"""आपने मेरे प्रश्न का उत्तर नहीं दिया ।"""	[]	True
11792	ब_4	befool_2	1790	2576349	क्रोशिये, सिलाई अथवा मशीन द्वारा बुनकर बनाया जाने वाला पाँव ढकने का धागे, सूत, आदि का आवरण	['make a fool or dupe of']	"""जाड़े के दिनों में लोग ऊनी मोज़े पहनते हैं ।"""	[]	True
11793	ब_4	befool_2	1826	2576349	ऐसी आकांक्षा जिसमें ऊँचा होने का भाव हो	['make a fool or dupe of']	"""वह अपनी महत्वाकांक्षा को पूरा करने के लिए जी-तोड़ मेहनत कर रहा है ।"""	[]	True
11794	ब_4	befool_2	1843	2576349	सामाजिक संबंधों में औरों के साथ किया जाने वाला आचरण	['make a fool or dupe of']	"""उसका व्यवहार अच्छा नहीं है ।"""	[]	True
11795	ब_4	befool_2	18557	2576349	पराजित करने वाला	['make a fool or dupe of']	"""विजेता राजा ने पराजित राजा को बंदी बना लिया ।"""	[]	True
11796	ब_4	befool_2	18557	2576349	पराजित करने वाला	['make a fool or dupe of']	"""विजेता राजा ने पराजित राजा को बंदी बना लिया ।"""	[]	True
11797	ब_4	befool_2	19223	2576349	एक प्रकार का मोटा रेशमी कपड़ा	['make a fool or dupe of']	"""कमखाब पर बेलबूटे बने होते हैं ।"""	[]	True
11798	ब_4	befool_2	1930	2576349	नदी, जलाशय, वर्षा आदि से मिलने वाला वह द्रव पदार्थ जो पीने, नहाने, खेत आदि सींचने के काम आता है	['make a fool or dupe of']	"""जल ही जीवन का आधार है ।"""	[]	True
11799	ब_4	befool_2	1934	2576349	वह विद्या जिसमें संख्याओं के जोड़ने-घटाने, गुणा-भाग आदि की विधि बतलायी जाती है	['make a fool or dupe of']	"""वह अंकगणित में निपुण है ।"""	[]	True
11800	ब_4	befool_2	1946	2576349	लिपि के रूप में लाया हुआ या लिखा हुआ	['make a fool or dupe of']	"""इस बात की पुष्टि के लिए मेरे पास लिखित प्रमाण है ।"""	[]	True
11801	ब_4	befool_2	1962	2576349	स्त्री का स्तन	['make a fool or dupe of']	"""माँ बच्चे को अपने स्तन से दूध पिला रही है ।"""	[]	True
11802	ब_4	befool_2	19891	2576349	नली के आकार की वस्तु जिसमें विद्युत धारा प्रवाहित करने पर प्रकाश होता है	['make a fool or dupe of']	"""ट्यूब लाइट जलाते ही कमरा प्रकाश से भर गया ।"""	[]	True
11803	ब_4	befool_2	20215	2576349	उत्तर-पश्चिमी अफ्रीका का एक देश	['make a fool or dupe of']	"""मोरक्को की अधिकतम जनता मुसलमान है ।"""	[]	True
11804	ब_4	befool_2	20357	2576349	एक प्रकार का रेशमी कपड़ा	['make a fool or dupe of']	"""उसने दुकान से दो मीटर करेब खरीदा ।"""	[]	True
11805	ब_4	befool_2	2039	2576349	जो संगत या उचित न हो	['make a fool or dupe of']	"""उसकी अनुचित बातें आपसी कलह का कारण बन गई ।"""	[]	True
11806	ब_4	befool_2	20413	2576349	ताश के पत्तों के चार भेदों में से एक जिसपर संयुक्त तिपतिया आकार की काले रंग की बूटियाँ बनी रहती हैं	['make a fool or dupe of']	"""उसने चिड़ी का चौका चला है ।"""	[]	True
11807	ब_4	befool_2	20513	2576349	कागज को इधर-उधर उड़ने से बचाने के लिए उस पर रखी जाने वाली वस्तु	['make a fool or dupe of']	"""यह काँच का कागज-दाब कितना सुंदर है ।"""	[]	True
11808	ब_4	befool_2	2057	2576349	कुछ विशिष्ट मादा जीवों के गर्भाशय से निकलने वाला वह गोल या लम्बोतरा पिंड जिसमें से उनके बच्चे जन्म लेते हैं	['make a fool or dupe of']	"""वह प्रतिदिन मुर्गी का एक अंडा खाता है ।"""	[]	True
11809	ब_4	befool_2	2059	2576349	जीव-जन्तुओं में स्त्री जाति का वह जीवाणु जो पुरुष जाति के वीर्य के संयोग से नए जीव का रूप धारण करता है	['make a fool or dupe of']	"""डिंबाणु से जीव की उत्पत्ति होती है ।"""	[]	True
11810	ब_4	befool_2	2090	2576349	बहुत अधिक	['make a fool or dupe of']	"""सेठ मुरालीलाल के पास अत्यधिक धन है । / वह परीक्षा पास करने के लिए जी-तोड़ मेहनत कर रहा है ।"""	[]	True
11811	ब_4	befool_2	2102	2576349	अंदाज के आधार पर	['make a fool or dupe of']	"""उसने कबीर को अंदाज़न चार किलो आटा दिया ।"""	[]	True
11812	ब_4	befool_2	2114	2576349	जो मिल न रहा हो या लुप्त हो गया हो	['make a fool or dupe of']	"""वह अपने घर से ग़ायब चीज़ों की सूची तैयार कर रही है है ।"""	[]	True
11813	ब_4	befool_2	2156	2576349	एक प्रकार का आभूषण जो स्त्रियाँ पैरों में पहनती हैं	['make a fool or dupe of']	"""वह पायल पहनना पसंद करती है ।"""	[]	True
11814	ब_4	befool_2	2176	2576349	खुले स्थान में ऊपर की ओर दिखाई देने वाला खाली स्थान	['make a fool or dupe of']	"""आकाश में काले बादल छाये हुए हैं ।"""	[]	True
11815	ब_4	befool_2	2177	2576349	मुँह के बाहर ऊपर-नीचे उभरे हुए अंश जिनसे दाँत ढके रहते हैं	['make a fool or dupe of']	"""मरते वक्त श्याम के होंठों पर उसके बेटे का ही नाम था ।"""	[]	True
11816	ब_4	befool_2	2186	2576349	हमारे सौर जगत का वह सबसे बड़ा और ज्वलंत तारा जिससे सब ग्रहों को गर्मी और प्रकाश मिलता है	['make a fool or dupe of']	"""सूर्य सौर ऊर्जा का एक बहुत बड़ा स्रोत है। / पूर्व से सूर्य को आते देख तिमिर दुम दबाकर भागने लगा ।"""	[]	True
11817	ब_4	befool_2	2231	2576349	जिसे काम करने की इच्छा न होती हो	['make a fool or dupe of']	"""आलसी व्यक्ति कभी भी कोई काम समय पर पूरा नहीं करता । / वह काम करने में आलसी है ।"""	[]	True
11818	ब_4	befool_2	224	2576349	योग्यता, सम्मान आदि का सूचक शब्द जो किसी नाम के साथ लगाया जाता है	['make a fool or dupe of']	"""सचिन तेन्दुलकर को भारत रत्न की उपाधि से सम्मानित किया गया ।"""	[]	True
11819	ब_4	befool_2	2243	2576349	बिना किसी कारण के	['make a fool or dupe of']	"""वह बेवजह यहाँ-वहाँ घूम रहा था । / अकारण ही वह यहाँ आया था ।"""	[]	True
11820	ब_4	befool_2	2265	2576349	जिसके पास धन न हो या धन की कमी हो	['make a fool or dupe of']	"""निर्धन व्यक्ति कड़ी मेहनत करके धनी हो सकता है ।"""	[]	True
11821	ब_4	befool_2	2272	2576349	जो सभ्य न हो	['make a fool or dupe of']	"""तुम असभ्य व्यक्ति की तरह क्यों रहते हो ? / वह लट्ठमार बोली बोलता है ।"""	[]	True
11822	ब_4	befool_2	2279	2576349	जो भाग्यशाली न हो	['make a fool or dupe of']	"""उस बदनसीब बच्चे का भाग्य कभी तो बदलेगा ।"""	[]	True
11823	ब_4	befool_2	23230	2576349	वह व्यक्ति जो भाग्यशाली न हो	['make a fool or dupe of']	"""अभागे के सर पर कभी माँ-बाप का साया भी नहीं पड़ा ।"""	[]	True
11824	ब_4	befool_2	23532	2576349	आसमान से गिरने वाला बर्फ का टुकड़ा	['make a fool or dupe of']	"""बारिश के साथ-साथ ओले भी पड़ रहे हैं ।"""	[]	True
11825	ब_4	befool_2	23561	2576349	लगभग धन के आकार का बना वह लकड़ी का चिह्न जिस पर ईसामसीह को लटकाया गया था	['make a fool or dupe of']	"""क्रूस पर मरने से पहले ईसामसीह ने सभी लोगों को क्षमा कर दिया था ।"""	[]	True
11826	ब_4	befool_2	23562	2576349	ईसाइयों का एक धर्म चिन्ह जो धन के आकार का होता है	['make a fool or dupe of']	"""डेविड अपने गले में क्रूस पहनता है ।"""	[]	True
11827	ब_4	befool_2	2360	2576349	जो बहुत अच्छा हो	['make a fool or dupe of']	"""राम चरित मानस गोस्वामी तुलसीदास की एक उत्तम कृति है । / हर्र लगे न फिटकरी रंग चोखा होय ।"""	[]	True
11828	ब_4	befool_2	2377	2576349	वह गुण जो बुरा हो	['make a fool or dupe of']	"""व्यक्ति को दुर्गुणों से बचना चाहिए ।"""	[]	True
11829	ब_4	befool_2	23773	2576349	इस समय (विषय या कार्य परिवर्तन सूचक)	['make a fool or dupe of']	"""अब अगली समस्या पर विचार करें ।"""	[]	True
11830	ब_4	befool_2	23773	2576349	इस समय (विषय या कार्य परिवर्तन सूचक)	['make a fool or dupe of']	"""अब अगली समस्या पर विचार करें ।"""	[]	True
11831	ब_4	befool_2	2393	2576349	उष्ण या गर्म होने की अवस्था या भाव	['make a fool or dupe of']	"""ग्रीष्मकाल में गर्मी बढ़ जाती है ।"""	[]	True
11832	ब_4	befool_2	24022	2576349	क्रोएशिया की राजधानी	['make a fool or dupe of']	"""उन्हें अगले हफ्ते जाग्रेब जाना है ।"""	[]	True
