	conc_label_wx	conc_label_utf	conc_in_eng	mrs_conc
31913	prANa+nikala_1	प्राण+निकल_1	expire_3	_expire_v_1
31914	prANoM.parabIwa_1	प्राणों.परबीत_1	die_14	_die_v_1
31915	prANa+ke_1	प्राण+के_1	die_15	_die_v_1
31916	prANa+le_1	प्राण+ले_1	kill_9	_kill_v_1
31917	prANa+le_2	प्राण+ले_2	torment_4	_torment_v_1
31918	prANa+hara_1	प्राण+हर_1	kill_10	_kill_v_1
31919	prANa+hara_2	प्राण+हर_2	torment_5	_torment_v_1
31920	prANa+hAra_1	प्राण+हार_1	die_16	_die_v_1
31921	prANa+prAnoM+meM_1	प्राण+प्रानों+में_1	recover_6	_recover_v_1
31922	prANa+prAnoM+meM_2	प्राण+प्रानों+में_2	shock_15	_shock_n_1
31923	prANa+A_2	प्राण+आ_2	recover_7	_recover_v_1
31924	prANa+AnA_1	प्राण+आना_1	shock_16	_shock_n_1
31925	prANaGAwa˚aka˚I_1	प्राणघात˚अक˚ई_1	killer_1	_killer_n_1
31926	prANa-xAwA˚wrI_1	प्राण-दाता˚त्री_1	f_173	named
31927	prANa-Xvani_1	प्राण-ध्वनि_1	f_174	named
31928	prANa-wyAga_1	प्राण-त्याग_1	suicide_3	_suicide_n_1
31929	prANa-XAraNa˚XArI_1	प्राण-धारण˚धारी_1	animate_3	_animate_a_1
31930	prANa-nAWa_1	प्राण-नाथ_1	husband_5	_husband_n_1
31931	prANa-nAWa_2	प्राण-नाथ_2	lover_10	_lover_n_1
31932	prANa-paNase_1	प्राण-पणसे_1	desperately_1	_desperate_a_for
31933	prANa-prawi_1	प्राण-प्रति_1	heart_7	_heart_n_1
31934	prANa-prawi_2	प्राण-प्रति_2	husband_6	_husband_n_1
31935	prANapraxa_4	प्राणप्रद_4	lifegiving_2	_lifegiving/VBG_u_unknown
31936	prANa-priya_1	प्राण-प्रिय_1	beloved_3	_beloved_a_1
31937	prANamaya_1	प्राणमय_1	living_8	_live_v_1
31938	prANamaya_2	प्राणमय_2	breathing_5	_breathe_v_1
31939	prANahara_2	प्राणहर_2	deadly_1	_deadly_a_1
31940	prANahara_3	प्राणहर_3	destructive_13	_destructive_a_1
31941	prANahIna_1	प्राणहीन_1	lacklustre_1	_lacklustre/JJ_u_unknown
31942	prANAMwa˚ika_1	प्राणांत˚इक_1	mortal_6	_mortal_a_1
31943	prANAMwa˚ika_2	प्राणांत˚इक_2	deadly_2	_deadly_a_1
31944	prANi-SAswra_1	प्राणि-शास्त्र_1	next_9	_next_n_1
31945	prANi-vijFAna_1	प्राणि-विज्ञान_1	zoology_1	_zoology_n_1
31946	prANika_1	प्राणिक_1	animate_4	_animate_a_1
31947	prANI_3	प्राणी_3	animate_5	_animate_a_1
31948	prAwaH_1	प्रातः_1	dawn_9	_dawn_n_1
31949	prAwar-+prAwarASa_1	प्रातर्-+प्रातराश_1	breakfast_2	_breakfast_n_1
31950	prAWamika_3	प्राथमिक_3	initial_1	_initial_a_1
31951	prAWamika_4	प्राथमिक_4	prior_6	_prior_a_1
31952	prAWamika_5	प्राथमिक_5	preliminary_1	_preliminary_a_1
31953	prAWamika_6	प्राथमिक_6	prime_2	proper_q
31954	prAWamika_7	प्राथमिक_7	prime_3	named
31955	prAWamya_1	प्राथम्य_1	priority_2	_priority_n_1
31956	prAWamya_2	प्राथम्य_2	precedence_4	_precedence_n_1
31957	prAxurBAva_3	प्रादुर्भाव_3	rise_16	_rise_n_1
31958	prAxurBAva_4	प्रादुर्भाव_4	genesis_2	_genesis_n_1
31959	prAxurBAva_5	प्रादुर्भाव_5	origin_7	_origin_n_1
31960	prAxurBUwa_1	प्रादुर्भूत_1	manifested_1	_manifest_v_1
31961	prAxurBUwa_2	प्रादुर्भूत_2	manifested_2	parg_d
31962	prAxeSa_2	प्रादेश_2	mandatory_1	_mandatory_a_1
31963	prAxeSAwmaka_1	प्रादेशात्मक_1	mandatory_2	_mandatory_a_1
31964	prAxeSika_3	प्रादेशिक_3	provincial_2	_provincial_a_1
31965	prAXAnya_6	प्राधान्य_6	preeminence_5	_preeminence_n_1
31966	prAXikaraNa_1	प्राधिकरण_1	authority_17	_authority_n_1
31967	prAXikaraNa_2	प्राधिकरण_2	board_8	_board_n_of
31968	prAXikqwa_1	प्राधिकृत_1	authorised_1	_authorize_v_1
31969	prAXikqwa_2	प्राधिकृत_2	authorised_2	parg_d
31970	prAXyApaka_2	प्राध्यापक_2	lecturer_1	_lecturer_n_1
31971	prApaka_1	प्रापक_1	obtaining_3	_obtain_v_hold
31972	prApI_1	प्रापी_1	obtaining_4	_obtain_v_hold
31973	prApI_2	प्रापी_2	attaining_1	udef_q
31974	prApI_3	प्रापी_3	attaining_2	_attain_v_1
31975	prApI_4	प्रापी_4	attaining_3	nominalization
31976	prApwa_5	प्राप्त_5	incurred_3	_incur_v_1
31977	prApwa_6	प्राप्त_6	incurred_4	parg_d
31978	prApwa_7	प्राप्त_7	found_1	_find_v_1
31979	prApwa_8	प्राप्त_8	found_2	parg_d
31980	prApwa_9	प्राप्त_9	befallen_1	_befall_v_1
31981	prApwa_10	प्राप्त_10	befallen_2	parg_d
31982	prApwa_11	प्राप्त_11	endured_3	_endure_v_1
31983	prApwa_12	प्राप्त_12	endured_4	parg_d
31984	prApwa+kara_5	प्राप्त+कर_5	obtain_6	_obtain_v_hold
31985	prApwa-kAla_1	प्राप्त-काल_1	present_11	_present_a_1
31986	prApwa-kAla_2	प्राप्त-काल_2	timely_3	_timely_a_1
31987	prApwa-kAla_3	प्राप्त-काल_3	destined_3	_destine_v_1
31988	prApwa-kAla_4	प्राप्त-काल_4	destined_4	parg_d
31989	prApwayOvana_1	प्राप्तयौवन_1	adolescent_2	_adolescent_a_1
31990	prApwArWa_1	प्राप्तार्थ_1	successful_2	_successful_a_1
31991	prApwAvasara_1	प्राप्तावसर_1	opportune_1	_opportune_a_1
31992	prApwavya_2	प्राप्तव्य_2	dues_1	udef_q
31993	prApwavya_3	प्राप्तव्य_3	dues_2	_dues_n_1
31994	prApwi_6	प्राप्ति_6	obtaining_5	_obtain_v_hold
31995	prApwi_7	प्राप्ति_7	obtaining_6	nominalization
31996	prApwi_8	प्राप्ति_8	attainment_1	udef_q
31997	prApwi_9	प्राप्ति_9	attainment_2	_attainment_n_of
31998	prApwi_10	प्राप्ति_10	level_13	_level_n_1
31999	prApwi_11	प्राप्ति_11	fulfilment_2	_fulfilment/NN_u_unknown
32000	prApwi_12	प्राप्ति_12	gain_4	_gain_n_1
32001	prApwi_13	प्राप्ति_13	advantage_3	_advantage_n_1
32002	prApwi_14	प्राप्ति_14	reception_5	_reception_n_of
32003	prApwi_15	प्राप्ति_15	transperception_1	_transperception/NN_u_unknown
32004	prApwIkA_1	प्राप्तीका_1	receipt_4	_receipt_n_of
32005	prApya_6	प्राप्य_6	obtainable_1	_obtainable/JJ_u_unknown
32006	prAbalya_5	प्राबल्य_5	power_23	_power_n_1
32007	prAbalya_6	प्राबल्य_6	ascendancy_3	_ascendancy/NN_u_unknown
32008	prABava_1	प्राभव_1	superiority_8	_superiority_n_1
32009	prABava_2	प्राभव_2	preeminence_6	_preeminence_n_1
32010	prAmANika_4	प्रामाणिक_4	standard_9	_standard_a_1
32011	pramANikwA_1	प्रमाणिक्ता_1	authority_18	_authority_n_1
32012	pramANikwA_2	प्रमाणिक्ता_2	authenticity_1	_authenticity_n_1
32013	prAmAxya_1	प्रामाद्य_1	frenzy_5	_frenzy_n_1
32014	prAmAxya_2	प्रामाद्य_2	intoxication_6	_intoxication_n_1
32015	prAya-+prAyaxvIpa_1	प्राय-+प्रायद्वीप_1	peninsula_2	_peninsula_n_1
32016	prAyaH_3	प्रायः_3	generally_3	_general_a_1
32017	prAyaH_4	प्रायः_4	approximately_7	_approximate_a_1
32018	prAyaNa_1	प्रायण_1	departure_4	_departure_n_1
32019	prAyaNa_2	प्रायण_2	death_17	_death_n_1
32020	prAyaNa_3	प्रायण_3	rebirth_4	_rebirth/NN_u_unknown
32021	prAyaSciwwa_1	प्रायश्चित्त_1	penance_4	_penance/NN_u_unknown
32022	prAyaSciwwa_2	प्रायश्चित्त_2	atonement_1	_atonement/NN_u_unknown
32023	prAyaSciwwa_3	प्रायश्चित्त_3	penitence_1	_penitence/NN_u_unknown
32024	prAyaSciwwa_4	प्रायश्चित्त_4	remorse_7	_remorse/NN_u_unknown
32025	prAyaSciwwa+kara_1	प्रायश्चित्त+कर_1	atone_1	_atone/VB_u_unknown
32026	prAyaSciwwika_1	प्रायश्चित्तिक_1	penitent_2	_penitent/JJ_u_unknown
32027	prAraMBa+kara_2	प्रारंभ+कर_2	begin_8	_begin_v_1
32028	prAraMBika_6	प्रारंभिक_6	basic_2	proper_q
32029	prAraMBika_7	प्रारंभिक_7	basic_3	named
32030	prArabXa_4	प्रारब्ध_4	begun_3	_begin_v_1
32031	prArabXa_5	प्रारब्ध_5	begun_4	parg_d
32032	prArabXi_1	प्रारब्धि_1	beginning_12	_beginning_n_1
32033	prArabXi_2	प्रारब्धि_2	destiny_3	_destiny_n_1
32034	prArabXI_1	प्रारब्धी_1	fortunate_6	_fortunate_a_1
32035	prArUpa_2	प्रारूप_2	version_3	_version_n_of
32036	prArUpa_3	प्रारूप_3	prototype_1	_prototype_n_1
32037	prArWanA_5	प्रार्थना_5	entreaty_5	_entreaty_n_1
32038	prArWanA_6	प्रार्थना_6	suit_6	_suit_n_of
32039	prArWanA_7	प्रार्थना_7	application_5	_application_n_of
32040	prArWanA+kara_4	प्रार्थना+कर_4	entreat_1	_entreat/VB_u_unknown
32041	prArWanA-Gara_1	प्रार्थना-घर_1	chapel_1	_chapel_n_1
32042	prArWanA-pawra_2	प्रार्थना-पत्र_2	petition_12	_petition_n_1
32043	prArWI_3	प्रार्थी_3	entreating_1	_entreating/VBG_u_unknown
32044	praviXika_1	प्रविधिक_1	technical_3	_technical_a_1
32045	prAvqwa_1	प्रावृत_1	cloak_1	_cloak_n_1
32046	prAvqwwi_1	प्रावृत्ति_1	enclosure_5	_enclosure_n_1
32047	prAvqwwi_2	प्रावृत्ति_2	covering_13	_covering_n_1
32048	-prASana_1	-प्राशन_1	eating_3	_eat_v_1
32049	-prASana_2	-प्राशन_2	eating_4	nominalization
32050	-prASana_3	-प्राशन_3	tasting_3	_taste_v_1
32051	-prASana_4	-प्राशन_4	tasting_4	nominalization
32052	prAsaMgika_5	प्रासंगिक_5	connected_11	_connect_v_to-with
32053	prAsaMgika_6	प्रासंगिक_6	connected_12	parg_d
32054	prAsaMgika_7	प्रासंगिक_7	timely_4	_timely_a_1
32055	prAsaMgika_8	प्रासंगिक_8	appropriate_7	_appropriate_a_to
32056	prAsaMgika_9	प्रासंगिक_9	secondary_3	_secondary_a_1
32057	prAsaMgika_10	प्रासंगिक_10	motif_1	proper_q
32058	prAsaMgika_11	प्रासंगिक_11	motif_2	named
32059	prasAxa_4	प्रसाद_4	palace_5	_palace_n_1
32060	prasAxa_5	प्रसाद_5	temple_7	_temple_n_1
32061	priya_10	प्रिय_10	agreeable_3	_agreeable_a_1
32062	priya_11	प्रिय_11	kind_12	_kind_a_1
32063	priya_12	प्रिय_12	popular_3	_popular_a_for
32064	priya_13	प्रिय_13	attractive_3	_attractive_a_1
32065	priya-jana_1	प्रिय-जन_1	relative_9	_relative_n_1
32066	priyawama_4	प्रियतम_4	darling_7	_darling_a_1
32067	priyawama_5	प्रियतम_5	sweetheart_2	udef_q
32068	priyawama_6	प्रियतम_6	sweetheart_3	_sweetheart/NN_u_unknown
32069	priyawama˚A_1	प्रियतम˚आ_1	f_175	named
32070	priyaxarSana_3	प्रियदर्शन_3	attractive_4	_attractive_a_1
32071	priyaxarSana_4	प्रियदर्शन_4	beautiful_2	_beautiful_a_1
32072	priya-poRaNa_1	प्रिय-पोषण_1	favouritism_1	_favouritism/NN_u_unknown
32073	priyamAna_1	प्रियमान_1	m_241	proper_q
32074	priyamAna_2	प्रियमान_2	m_242	named
32075	priyavara_1	प्रियवर_1	dearest_3	_dear_a_1
32076	priyavara_2	प्रियवर_2	dearest_4	superl
32077	priyavara_3	प्रियवर_3	beloved_4	_beloved_a_1
32078	priyavAxI_4	प्रियवादी_4	flattering_1	_flatter_v_1
32079	priyavAxI˚inI_1	प्रियवादी˚इनी_1	f_176	named
32080	priyawA_3	प्रियता_3	dearness_1	udef_q
32081	priyawA_4	प्रियता_4	dearness_2	_dearness/NNS_u_unknown
32082	prIwa_1	प्रीत_1	pleased_2	_pleased_a_with
32083	prIwa_2	प्रीत_2	happy_3	_happy_a_with
32084	prIwa_3	प्रीत_3	dear_2	_dear_a_1
32085	prIwa_4	प्रीत_4	beloved_5	_beloved_a_1
32086	prIwa_5	प्रीत_5	kind_13	_kind_a_1
32087	prIwa_6	प्रीत_6	affectionate_2	_affectionate_a_1
32088	prIwi_3	प्रीति_3	regard_10	_regard_n_1
32089	prIwi_4	प्रीति_4	gladness_1	_gladness/NN_u_unknown
32090	prIwi_5	प्रीति_5	enjoyment_4	_enjoyment_n_of
32091	prIwikara_1	प्रीतिकर_1	agreeable_4	_agreeable_a_1
32092	prIwikara_2	प्रीतिकर_2	kind_14	_kind_a_1
32093	prIwikara_3	प्रीतिकर_3	remarks_2	udef_q
32094	prIwikara_4	प्रीतिकर_4	remarks_3	_remark_n_1
32095	prIwi-goRTI_1	प्रीति-गोष्ठी_1	party_7	_party_n_of-to
32096	prIwi-Boja_1	प्रीति-भोज_1	banquet_2	_banquet_n_1
32097	prekRaNa_9	प्रेक्षण_9	observation_7	_observation_n_of
32098	prekRaNa_10	प्रेक्षण_10	eye_11	_eye_n_1
32099	prekRaNa_11	प्रेक्षण_11	spectacle_6	_spectacle_n_of
32100	prekRA_1	प्रेक्षा_1	observing_15	_observe_v_to
32101	prekRA_2	प्रेक्षा_2	observing_16	nominalization
32102	prekRA_3	प्रेक्षा_3	sight_14	_sight_n_of
32103	prekRA_4	प्रेक्षा_4	spectacle_7	_spectacle_n_of
32104	prekRiwa_1	प्रेक्षित_1	observed_7	_observe_v_to
32105	prekRiwa_2	प्रेक्षित_2	observed_8	parg_d
32106	prekRya_1	प्रेक्ष्य_1	observed_9	_observe_v_to
32107	prekRya_2	प्रेक्ष्य_2	observed_10	parg_d
32108	prewa_4	प्रेत_4	demon_2	_demon/NN_u_unknown
32109	prewa-gqha_1	प्रेत-गृह_1	cremationplace_1	_cremationplace/NN_u_unknown
32110	prewAwmaka_1	प्रेतात्मक_1	ghostly_1	_ghostly/JJ_u_unknown
32111	prewAwmaka˚ikA_1	प्रेतात्मक˚इका_1	f_177	named
32112	prewanI_1	प्रेतनी_1	demoness_9	_demoness/NN_u_unknown
32113	prema+kara_1	प्रेम+कर_1	love_10	_love_v_1
32114	prema+se_2	प्रेम+से_2	love_11	_love_v_1
32115	prema+para_1	प्रेम+पर_1	love_12	_love_v_1
32116	prema-gAWA_1	प्रेम-गाथा_1	lovesong_1	_lovesong/NN_u_unknown
32117	premAKyAna˚aka˚I_1	प्रेमाख्यान˚अक˚ई_1	romantic_1	_romantic_a_1
32118	premI_2	प्रेमी_2	loving_5	_loving_a_1
32119	premI_3	प्रेमी_3	affectionate_3	_affectionate_a_1
32120	preraka_2	प्रेरक_2	urging_1	udef_q
32121	preraka_3	प्रेरक_3	urging_2	_urge_v_1
32122	preraka_4	प्रेरक_4	urging_3	nominalization
32123	preraka_5	प्रेरक_5	impelling_5	udef_q
32124	preraka_6	प्रेरक_6	impelling_6	_impel_v_1
32125	preraka_7	प्रेरक_7	impelling_7	nominalization
32126	preraka_8	प्रेरक_8	motive_4	udef_q
32127	preraka_9	प्रेरक_9	motive_5	_motive_n_1
32128	preraNA_6	प्रेरणा_6	urging_4	_urging_n_1
32129	preraNA_7	प्रेरणा_7	impetus_2	_impetus_n_1
32130	preraNA_8	प्रेरणा_8	incitement_3	_incitement/NN_u_unknown
32131	preraNA_9	प्रेरणा_9	stimulus_1	_stimulus_n_of
32132	preraNA_10	प्रेरणा_10	encouragement_7	_encouragement_n_of
32133	preraNAwmaka_3	प्रेरणात्मक_3	stimulating_6	udef_q
32134	preraNAwmaka_4	प्रेरणात्मक_4	stimulating_7	_stimulate_v_1
32135	preraNAwmaka_5	प्रेरणात्मक_5	stimulating_8	nominalization
32136	preraNAwmaka_6	प्रेरणात्मक_6	encouraging_4	_encourage_v_1
32137	preraNAwmaka_7	प्रेरणात्मक_7	encouraging_5	nominalization
32138	preriwa_5	प्रेरित_5	urged_1	_urge_v_1
32139	preriwa_6	प्रेरित_6	urged_2	parg_d
32140	preriwa_7	प्रेरित_7	impelled_3	_impel_v_1
32141	preriwa_8	प्रेरित_8	impelled_4	parg_d
32142	preriwa_9	प्रेरित_9	moved_5	_move_v_cause
32143	preriwa_10	प्रेरित_10	moved_6	parg_d
32144	preriwa_11	प्रेरित_11	incited_3	_incite_v_to
32145	preriwa_12	प्रेरित_12	incited_4	parg_d
32146	preriwa_13	प्रेरित_13	stimulated_1	_stimulate_v_1
32147	preriwa_14	प्रेरित_14	stimulated_2	parg_d
32148	preriwa_15	प्रेरित_15	encouraged_3	_encourage_v_1
32149	preriwa_16	प्रेरित_16	encouraged_4	parg_d
32150	preRaka_3	प्रेषक_3	sender_1	_sender_n_of
32151	preRaNa_4	प्रेषण_4	sending_3	_send_v_1
32152	preRaNa_5	प्रेषण_5	sending_4	nominalization
32153	preRaNa_6	प्रेषण_6	delivery_2	_delivery_n_of
32154	preRaNa_7	प्रेषण_7	item_3	_item_n_of
32155	preRaNa_8	प्रेषण_8	remittance_2	_remittance/NN_u_unknown
32156	preRaNIyawA_1	प्रेषणीयता_1	communicability_1	_communicability/NN_u_unknown
32157	preRaNIyawA_2	प्रेषणीयता_2	effectiveness_1	_effectiveness_n_1
32158	preRiwa_3	प्रेषित_3	m_243	proper_q
32159	preRiwa_4	प्रेषित_4	m_244	named
32160	preRya_1	प्रेष्य_1	worthy_1	_worthy_a_of
32161	presa_2	प्रेस_2	printingpress_1	_printingpress/NN_u_unknown
32162	preya_1	प्रेय_1	dearer_1	_dear_a_1
32163	preya_2	प्रेय_2	dearer_2	comp
32164	prokwa_1	प्रोक्त_1	declared_5	_declare_v_to
32165	prokwa_2	प्रोक्त_2	declared_6	parg_d
32166	prokwa_3	प्रोक्त_3	uttered_5	_utter_v_1
32167	prokwa_4	प्रोक्त_4	uttered_6	parg_d
32168	prokRaNa_1	प्रोक्षण_1	sprinkling_5	_sprinkle_v_1
32169	prokRaNa_2	प्रोक्षण_2	sprinkling_6	nominalization
32170	prokRiwa_1	प्रोक्षित_1	sprinkled_1	_sprinkle_v_with
32171	prokRiwa_2	प्रोक्षित_2	sprinkled_2	parg_d
32172	prokRiwa_3	प्रोक्षित_3	immolated_1	_immolated/VBN_u_unknown
32173	prokRiwa_4	प्रोक्षित_4	immolated_2	parg_d
32174	prokRiwa_5	प्रोक्षित_5	slaughtered_1	_slaughter_v_1
32175	prokRiwa_6	प्रोक्षित_6	slaughtered_2	parg_d
32176	prowsAha_1	प्रोत्साह_1	zeal_5	_zeal_n_1
32177	prowsAha_2	प्रोत्साह_2	ardour_10	_ardour/NN_u_unknown
32178	prowsAhana_3	प्रोत्साहन_3	stimulus_2	_stimulus_n_of
32179	prODZa_1	प्रौढ़_1	adult_3	_adult_n_1
32180	prODZawA_1	प्रौढ़ता_1	adulthood_1	_adulthood_n_1
32181	prODZawA_2	प्रौढ़ता_2	maturity_4	_maturity_n_1
32182	plavana_5	प्लवन_5	bathing_5	_bathe_v_1
32183	plavana_6	प्लवन_6	bathing_6	nominalization
32184	plavana_7	प्लवन_7	flood_6	named
32185	plAvana_6	प्लावन_6	bathing_7	_bathe_v_1
32186	plAvana_7	प्लावन_7	bathing_8	nominalization
32187	plAvana_8	प्लावन_8	floating_1	_float_v_1
32188	plAvana_9	प्लावन_9	floating_2	nominalization
32189	plAvana_10	प्लावन_10	swimming_3	_swim_v_1
32190	plAvana_11	प्लावन_11	swimming_4	nominalization
32191	plAviwa_4	प्लावित_4	immersed_3	_immersed/VBN_u_unknown
32192	plAviwa_5	प्लावित_5	immersed_4	parg_d
32193	plAviwa_6	प्लावित_6	drenched_1	_drench_v_1
32194	plAviwa_7	प्लावित_7	drenched_2	parg_d
32195	plAviwa_8	प्लावित_8	bathed_1	_bathe_v_1
32196	plAviwa_9	प्लावित_9	bathed_2	parg_d
32197	plIhA_1	प्लीहा_1	spleen_2	_spleen/NN_u_unknown
32198	pluwa_3	प्लुत_3	wet_2	_wet_a_1
32199	PakAra_1	फकार_1	letter_25	_letter_n_of
32200	PaMkA+kara_1	फंका+कर_1	crush_11	_crush_v_1
32201	PaMkA+kA_1	फंका+का_1	crush_12	_crush_v_1
32202	PazkI_1	फँकी_1	mouthful_5	_mouthful_n_1
32203	PazkI_2	फँकी_2	dose_1	_dose_n_1
32204	PaMgA_1	फंगा_1	grasshopper_2	_grasshopper_n_1
32205	PaMxA_7	फंदा_7	net_5	_net_n_1
32206	PaMxA_8	फंदा_8	clutches_3	_clutch_n_of
32207	PaMxA_9	फंदा_9	tangle_1	_tangle_n_1
32208	PaMxA_10	फंदा_10	difficulty_18	_difficulty_n_1
32209	PaMxA_11	फंदा_11	trickery_13	_trickery/NN_u_unknown
32210	PaMxA_12	फंदा_12	deceit_25	_deceit_n_1
32211	PaMxA+PaMxe+meM+dAla_1	फंदा+फंदे+में+डाल_1	entrap_3	udef_q
32212	PaMxA+PaMxe+meM+dAla_2	फंदा+फंदे+में+डाल_2	entrap_4	_entrap/NN_u_unknown
32213	PaMxA+PaMxe+meM+dAla_3	फंदा+फंदे+में+डाल_3	ensnare_7	udef_q
32214	PaMxA+PaMxe+meM+dAla_4	फंदा+फंदे+में+डाल_4	ensnare_8	_ensnare/NN_u_unknown
32215	PaMxA+lA_1	फंदा+ला_1	entrap_5	udef_q
32216	PaMxA+lA_2	फंदा+ला_2	entrap_6	_entrap/NN_u_unknown
32217	PaMxA+lA_3	फंदा+ला_3	ensnare_9	udef_q
32218	PaMxA+lA_4	फंदा+ला_4	ensnare_10	_ensnare/NN_u_unknown
32219	PazxA-_1	फँदा-_1	entangle_1	udef_q
32220	PazxA-_2	फँदा-_2	entangle_2	_entangle/NN_u_unknown
32221	PazxA-_3	फँदा-_3	beguile_2	_beguile/VBP_u_unknown
32222	PazsadZI_1	फँसड़ी_1	reg_222	_reg/NN_u_unknown
32223	PazsA_12	फँसा_12	catch_9	_catch_v_1
32224	PazsA_13	फँसा_13	cheat_20	_cheat_v_1
32225	PazsA_14	फँसा_14	catch_10	_catch_v_1
32226	PazsA_15	फँसा_15	crush_13	_crush_v_1
32227	PazsAva_6	फँसाव_6	sticking_3	_stick_v_1
32228	PazsAva_7	फँसाव_7	sticking_4	nominalization
32229	PazsiyArA_1	फँसियारा_1	strangler_1	_strangler/NN_u_unknown
32230	PazsiyArA_2	फँसियारा_2	thug_1	_thug/NN_u_unknown
32231	Paka_6	फक_6	clear_13	_clear_a_of
32232	Paka_7	फक_7	bright_10	_bright_a_1
32233	Paka_8	फक_8	faded_7	_fade_v_1
32234	Paka_9	फक_9	faded_8	parg_d
32235	Paka_10	फक_10	wan_1	_wan/JJ_u_unknown
32236	PakadZI_1	फकड़ी_1	disgrace_38	_disgrace_n_1
32237	PakadZI_2	फकड़ी_2	dishonour_20	_dishonor_n_1
32238	PakadZI_3	फकड़ी_3	disparagement_3	_disparagement/NN_u_unknown
32239	PakadZI_4	फकड़ी_4	lampoon_1	named
32240	PZakZawa_1	फ़क़त_1	only_3	_only_a_1
32241	PZakZawa_2	फ़क़त_2	end_20	_end_n_of
32242	PakanA_1	फकना_1	nuts_1	_nut_n_1
32243	PZakZIra_1	फ़क़ीर_1	beggar_3	_beggar_n_1
32244	PZakZIra_2	फ़क़ीर_2	penniless_3	_penniless_a_1
32245	PZakZIrAnA_1	फ़क़ीराना_1	c_50	named
32246	PZakZIrI_1	फ़क़ीरी_1	beggarly_2	_beggarly/NN_u_unknown
32247	PZakZIrI_2	फ़क़ीरी_2	beggary_2	_beggary/NN_u_unknown
32248	PakkadZa_1	फक्कड़_1	uninhibited_1	_inhibit_v_1
32249	PakkadZa_2	फक्कड़_2	uninhibited_2	parg_d
32250	PakkadZa_3	फक्कड़_3	uninhibited_3	_un-_a_rvrs
32251	PakkadZa_4	फक्कड़_4	happygolucky_1	_happygolucky/NN_u_unknown
32252	PakkadZabAjZa_1	फक्कड़बाज़_1	person_9	_person_n_1
32253	PakkadZabAjZa˚I_1	फक्कड़बाज़˚ई_1	abuse_16	_abuse_n_of
32254	PZaKZra_1	फ़ख़्र_1	glory_9	_glory_n_1
32255	PZaKZra_2	फ़ख़्र_2	vainglory_1	_vainglory/NN_u_unknown
32256	PZaKZra_3	फ़ख़्र_3	boasting_5	_boast_v_to
32257	PZaKZra_4	फ़ख़्र_4	boasting_6	nominalization
32258	PZajara_1	फ़जर_1	dawn_10	_dawn_n_1
32259	PZajZala_1	फ़ज़ल_1	bounty_1	_bounty_n_1
32260	PZajZala_2	फ़ज़ल_2	grace_8	_grace_n_1
32261	PZajZala_3	फ़ज़ल_3	favour_13	_favor_n_1
32262	PZajZIlawa_1	फ़ज़ीलत_1	excellence_10	_excellence_n_1
32263	PZajZIlawa_2	फ़ज़ीलत_2	virtue_6	_virtue_n_of
32264	PZajZIlawa+raKa_1	फ़ज़ीलत+रख_1	excel_3	_excel_v_1
32265	PZajZIhawa_1	फ़ज़ीहत_1	wrangling_6	_wrangling_n_1
32266	PZajZIhawa+kara_1	फ़ज़ीहत+कर_1	disgrace_39	udef_q
32267	PZajZIhawa+kara_2	फ़ज़ीहत+कर_2	disgrace_40	_disgrace_n_1
32268	PZajZIhawa+kara_3	फ़ज़ीहत+कर_3	quarrel_16	_quarrel_v_about
32269	PZajZIhawa+kI_1	फ़ज़ीहत+की_1	disgrace_41	udef_q
32270	PZajZIhawa+kI_2	फ़ज़ीहत+की_2	disgrace_42	_disgrace_n_1
32271	PZajZIhawa+kI_3	फ़ज़ीहत+की_3	quarrel_17	_quarrel_v_about
32272	PZajZIhawI_1	फ़ज़ीहती_1	shameful_3	_shameful_a_1
32273	PZajZUla_1	फ़ज़ूल_1	excessive_7	_excessive_a_1
32274	PZajZUla_2	फ़ज़ूल_2	folly_7	_folly_n_1
32275	PZajZUla+bAweM_1	फ़ज़ूल+बातें_1	nonsense_5	_nonsense_n_1
32276	PZajZUla+PZajZula-KZarca_1	फ़ज़ूल+फ़ज़ुल-ख़र्च_1	extravagant_5	_extravagant_a_1
32277	PZajZUla+PZajZula-KZarca_2	फ़ज़ूल+फ़ज़ुल-ख़र्च_2	spendthrift_3	_spendthrift/JJ_u_unknown
32278	PZajZUla+PZajZula-KZarca˚I_1	फ़ज़ूल+फ़ज़ुल-ख़र्च˚ई_1	extravagance_2	_extravagance_n_1
32279	PatAPawa_1	फटाफत_1	quickly_12	_quick_a_1
32280	Patakana_2	फटकन_2	winnowing_3	_winnow_v_1
32281	Patakana_3	फटकन_3	winnowing_4	nominalization
32282	Patakana_4	फटकन_4	sifting_1	_sift_v_1
32283	Patakana_5	फटकन_5	sifting_2	nominalization
32284	Patakana_6	फटकन_6	straining_3	_strain_v_1
32285	Patakana_7	फटकन_7	straining_4	nominalization
32286	Patakana_8	फटकन_8	siftings_2	_siftings/NN_u_unknown
32287	Pataka_4	फटक_4	strain_10	udef_q
32288	Pataka_5	फटक_5	strain_11	_strain_n_1
32289	Pataka_6	फटक_6	clean_10	_clean_v_1
32290	PatakanA_1	फटकना_1	clothes_4	_clothes_n_1
32291	PatakA_1	फटका_1	clapper_1	_clapper/NN_u_unknown
32292	PatakA_2	फटका_2	alarm_19	_alarm_n_1
