	id	sentence	linearization
1735	Hin_Geo_ncert_11stnd_1ch-bk1_0299	ise viswariwa brahmAMda parikalpanA BI kahA jAwA hE.	(kahA_1:TAM(wA_hE_1):k2(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k2s(brahmAMda_1+parikalpanA_1:mod(viswariwa_1):lwg__rp(BI_1)):CLAUSE_TYPE(affirmative))
1736	Hin_Geo_ncert_11stnd_1ch-bk1_0301	samaya bIwane ke sAWa AkASagaMgAez eka xUsare se xUra ho rahI hEM.	(ho_1:TAM(0_rahA_hE_1):vmod(bIwa_1-yA_1-yA_1:k2(samaya_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(AkASagaMgA_1:attr_gen(f):attr_num(pl):attr_per(a)):k7(xUsarA:mod(eka_1)):CLAUSE_TYPE(affirmative))
1737	Hin_Geo_ncert_11stnd_1ch-bk1_0304	jaba Apa isa gubbAre ko PulAezge, gubbAre para lage ye niSAna gubbAre ke PElane ke sAWa-sAWa eka xUsare se xUra jAwe prawIwa hoMge.	(prawIwa+ho_1:TAM(gA_1):attr_gen(m):attr_num(pl):attr_per(a):k1(niSAna_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(yaha):nmod__relc(laga_1-gA_1-gA_1:k7t(jaba):k1(addressee:attr_gen(-):attr_num(-):attr_per(m))):nmod__adj(yaha:attr_gen(m):attr_num(pl):attr_per(a))):rh(PEla_1-yA_1-yA_1:k1(gubbArA_1:attr_gen(m):attr_num(pl):attr_per(a)):k1(gubbArA_1:attr_gen(m):attr_num(pl):attr_per(a)):k1(gubbArA_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__k1inv(PulA_1-gA_1-gA_1:attr_gen(m):attr_num(pl):attr_per(a)))):vmod(jA_1-yA_1-yA_1:attr_gen(m):attr_num(pl):attr_per(a):k7(xUsarA:attr_gen(m):attr_num(sg):attr_per(a):mod(eka_1))):CLAUSE_TYPE(affirmative))
1738	Hin_Geo_ncert_11stnd_1ch-bk1_0307	jabaki yaha waWya ke anurUpa nahIM hE.	(jabaki_1:ccof(hE_1-0_hE_1-0_hE_1:k7a(waWya_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha)):neg(nahIM_1)):CLAUSE_TYPE(negative))
1739	Hin_Geo_ncert_11stnd_1ch-bk1_0309	awaH gubbAre kA uxAharaNa AMSika rUpa se hI mAnya hE.	(awaH_1:ccof(hE_1-0_hE_1-0_hE_1:k1(uxAharaNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(gubbArA_1:attr_gen(m):attr_num(pl):attr_per(a))):adv(rUpa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(AMSika_1):lwg__rp(hI_1)):mod(mAnya_1)):CLAUSE_TYPE(affirmative))
1740	Hin_Geo_ncert_11stnd_1ch-bk1_0310	AramBa meM ve saBI paxArWa,jinase brahmAMda banA hE, awi Cote golaka (ekAkI paramANu) ke rUpa meM eka hI sWAna para sWiwa We.	(WA_1:TAM(0_WA_1):k1(golaka_1:attr_gen(f):attr_num(sg):attr_per(a):mod(CotA_1:jjmod__intf(awi_1:ccof(banA_1-nA_hE_1-nA_hE_1:k7t(AramBa_1:attr_gen(m):attr_num(sg):attr_per(a)):k1(vaha:attr_gen(-):attr_num(pl):attr_per(a)):k1(paxArWajinase_1:nmod__adj(saba_1)):k2(brahmAMda_1:attr_gen(m):attr_num(sg):attr_per(a)))))):k7(paramANu_1:attr_gen(m):attr_num(sg):attr_per(a):mod(ekAkI_1:attr_gen(m):attr_num(sg):attr_per(a))):k7p(sWAna_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1:lwg__rp(hI_1))):mod(sWiwa_1):CLAUSE_TYPE(affirmative))
1741	Hin_Geo_ncert_11stnd_1ch-bk1_0311	biga beMga kI prakriyA meM isa awi Cote golaka meM BIRaNa visPota huA.	(ho_1:TAM(yA_1):k7(prakriyA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(beMga:pof__cn(biga_1))):k7p(golaka_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(yaha):mod(CotA_1:jjmod__intf(awi_1))):k1(visPota_1:attr_gen(m):attr_num(sg):attr_per(a):mod(BIRaNa_1)):CLAUSE_TYPE(affirmative))
1742	Hin_Geo_ncert_11stnd_1ch-bk1_0313	brahmAMda kA viswAra Aja BI jArI hE.	(hE_1:TAM(0_hE_1):k1(viswAra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(brahmAMda_1:attr_gen(m):attr_num(sg):attr_per(a))):k7t(Aja_1:attr_gen(m):attr_num(sg):attr_per(a):lwg__rp(BI_1)):mod(jArI_1):CLAUSE_TYPE(affirmative))
1743	Hin_Geo_ncert_11stnd_1ch-bk1_0314	viswAra ke kAraNa kuCa UrjA paxArWa meM parivarwiwa ho gaI.	(parivarwiwa+ho_1:TAM(yA_1):rh(viswAra_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(UrjA_1+paxArWa_1:nmod__adj(kuCa_1)):CLAUSE_TYPE(affirmative))
1744	Hin_Geo_ncert_11stnd_1ch-bk1_0316	isake bAxa viswAra kI gawi XImI padZa gaI.	(XImA+padZa_1:TAM(yA_1):k7t(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k1(gawi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(viswAra_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1745	Hin_Geo_ncert_11stnd_1ch-bk1_0319	brahmAMda pAraxarSI ho gayA.	(ho_1:TAM(0_gayA_1):k1(brahmAMda_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(pAraxarSI_1):CLAUSE_TYPE(affirmative))
1746	Hin_Geo_ncert_11stnd_1ch-bk1_0320	brahmAMda ke viswAra kA arWa hE AkASagaMgAoM ke bIca kI xUrI meM viswAra kA honA.	(hE_1:TAM(0_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k1(arWa_1:attr_gen(m):attr_num(sg):attr_per(a)):nmod__relc(ho_1-yA_1-yA_1:attr_gen(m):attr_num(sg):attr_per(a):k1(viswAra_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(xUrI_1:attr_gen(f):attr_num(pl):attr_per(a):r6(AkASagaMgA_1)):k1(viswAra_1:attr_gen(f):attr_num(sg):attr_per(a):r6(brahmAMda_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
1747	Hin_Geo_ncert_11stnd_1ch-bk1_0322	isa saMkalpanA ke anusAra brahmAMda kisI BI samaya meM eka hI jEsA rahA hE.	(raha_1:TAM(0_rahA_hE_1):k7a(saMkalpanA_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(yaha)):k1(brahmAMda_1:attr_gen(m):attr_num(sg):attr_per(a)):k7(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):mod(koI:attr_gen(-):attr_num(sg):attr_per(a):lwg__rp(BI_1))):card(eka_1:lwg__rp(hI_1)):CLAUSE_TYPE(affirmative))
1748	Hin_Geo_ncert_11stnd_1ch-bk1_0323	yaxyapi brahmAMda ke viswAra saMbaMXI aneka pramANoM ke milane para vEjFAnika samuxAya aba brahmAMda viswAra sixXAMwa ke hI pakRaWara heM.	(yaxyapi_1:ccof(pakRaWara_1+heM_1:k7(mila_1-yA_1-yA_1:attr_gen(m):attr_num(pl):attr_per(a):k1(pramANa_1:mod(saMbaMXI_1:attr_gen(m):attr_num(sg):attr_per(a)):nmod__adj(aneka_1))):k1(samuxAya_1:mod(vEjFAnika_1)):k7t(aba:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1749	Hin_Geo_ncert_11stnd_1ch-bk1_0324	prAraMBika brahmAMda meM UrjA va paxArWa kA viwaraNa samAna nahIM WA.	(WA_1:TAM(0_WA_1):k7(brahmAMda_1:attr_gen(m):attr_num(sg):attr_per(a):mod(prAraMBika_1)):k1(viwaraNa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(va_1:ccof(UrjA_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(paxArWa_1:attr_gen(m):attr_num(sg):attr_per(a)))):mod(samAna_1):neg(nahIM_1):CLAUSE_TYPE(negative))
1750	Hin_Geo_ncert_11stnd_1ch-bk1_0326	yahI ekawraNa AkASagaMgAoM ke vikAsa kA AXAra banA.	(banA_1:TAM(yA_1):k1(ekawraNa_1:nmod__adj(yaha)):k1s(AXAra_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(AkASagaMgA_1:attr_gen(f):attr_num(pl):attr_per(a)))):CLAUSE_TYPE(affirmative))
1751	Hin_Geo_ncert_11stnd_1ch-bk1_0327	eka AkASagaMgA asaMKya wAroM kA samUha hE.	(hE_1:TAM(0_hE_1):k1(AkASagaMgA_1:attr_gen(f):attr_num(sg):attr_per(a):card(eka_1)):k1s(samUha_1:attr_gen(m):attr_num(sg):attr_per(a):r6(wArA_1:attr_gen(m):attr_num(pl):attr_per(a):mod(asaMKya_1))):CLAUSE_TYPE(affirmative))
1752	Hin_Geo_ncert_11stnd_1ch-bk1_0329	eka akelI AkASagaMgA kA vyAsa 80 hajAra se 1 lAKa 50 hajAra prakASa varRa ke bIca ho sakawA hE.	(ho_1:TAM(0_sakawA_hE_1):k1(vyAsa_1:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):r6(AkASagaMgA_1:attr_gen(f):attr_num(sg):attr_per(a):card(eka_1:attr_ne(per)):mod(akelA_1:attr_ne(per)))):k7t(prakASa_1+varRa_1:card(hajAra_1:attr_ne(per)):card(hajAra_1:attr_ne(per):mod(80_1):mod(1_1):mod(lAKa_1):mod(50_1))):CLAUSE_TYPE(affirmative))
1753	Hin_Geo_ncert_11stnd_1ch-bk1_0331	kramaSa: isa baDZawI huI nIhArikA meM gEsa ke JuMda vikasiwa hue.	(vikasiwa+ho_1:TAM(yA_1):k1(kramaSaH):k7(nIhArikA_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(yaha):nmod__k1inv(baDZa_1-yA_1-yA_1)):k1(JuMda_1:attr_gen(m):attr_num(sg):attr_per(a):r6(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1754	Hin_Geo_ncert_11stnd_1ch-bk1_0334	wAre nIhArikA ke aMxara gEsa ke guMWiwa JuMda hEM.	(hE_1:TAM(0_hE_1):k1(wArA_1:attr_gen(m):attr_num(pl):attr_per(a)):k7p(nIhArikA:attr_gen(f):attr_num(sg):attr_per(a)):k1s(JuMda_1:attr_gen(m):attr_num(sg):attr_per(a):r6(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a)):mod(guMWiwa_1)):CLAUSE_TYPE(affirmative))
1755	Hin_Geo_ncert_11stnd_1ch-bk1_0337	ye Cote gole saMsaMjana (aNuoM meM pArasparika AkarRaNa) prakriyA xvArA grahANuoM meM vikasiwa hue.	(vikasiwa+ho_1:TAM(yA_1):k1(yaha):k1(golA_1:attr_gen(m):attr_num(pl):attr_per(a):mod(CotA_1)):k7(saMsaMjana_1+aNu_1):k1(AkarRaNa_1+prakriyA_1:mod(pArasparika_1)):k7(grahANuoM_1):CLAUSE_TYPE(affirmative))
1756	Hin_Geo_ncert_11stnd_1ch-bk1_0339	Cote piMdoM kI aXika saMKyA hI grahANu hEM.	(hE_1:TAM(0_hE_1):k1(saMKyA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(piMda_1:attr_gen(m):attr_num(pl):attr_per(a):mod(CotA_1)):nmod__adj(aXika_1):lwg__rp(hI_1)):mod(grahANu_1):CLAUSE_TYPE(affirmative))
1757	Hin_Geo_ncert_11stnd_1ch-bk1_0340	hamAre sOramaMdala meM ATa graha hEM.	(hE_1:TAM(0_hE_1):k7p(sOramaMdala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(speaker:attr_gen(-):attr_num(pl):attr_per(u))):k1(graha_1:attr_gen(m):attr_num(sg):attr_per(a):card(ATa_1)):CLAUSE_TYPE(affirmative))
1758	Hin_Geo_ncert_11stnd_1ch-bk1_0342	hamAre sOramaMdala meM sUrya (wArA), 8 graha, 63 upagraha, lAKoM Cote piMda jEse-Sluxra graha (grahoM ke tukadZe), XUmakewu evaM bqhaw mAwrA meM XUlikaNa va gEsa heM.	(heM_1:k7p(sOramaMdala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(speaker:attr_gen(-):attr_num(pl):attr_per(u))):k1(wArA:attr_ne(per):attr_gen(m):attr_num(sg):attr_per(a):pof__cn(sUrya_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(upagraha_1:card(63_1:attr_gen(m):attr_num(pl):attr_per(a))):k7(evaM_1:attr_gen(m):attr_num(sg):attr_per(a):ccof(XUmakewu:attr_gen(m):attr_num(pl):attr_per(a):nmod(tukadZA_1:attr_gen(m):attr_num(pl):attr_per(a):r6(graha_1):r6(graha_1):r6(graha_1:attr_gen(m):attr_num(pl):attr_per(a):card(8_1):nmod(piMda_1:card(lAKa_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(CotA_1)):mod(jEseSluxra_1:attr_gen(m):attr_num(sg):attr_per(a))))):ccof(mAwrA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(bqhaw_1))):k1(va_1:ccof(XUlikaNa_1):ccof(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1759	Hin_Geo_ncert_11stnd_1ch-bk1_0344	anya cAra graha bAharI graha kahalAwe hEM.	(kahalA_1:TAM(wA_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k1s(graha_1:attr_gen(m):attr_num(sg):attr_per(a)):k1s(graha_1:mod(anya_1):card(cAra_1):mod(bAharI_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1760	Hin_Geo_ncert_11stnd_1ch-bk1_0345	pahale cAra graha pArWiva graha BI kahe jAwe hEM.	(kaha_1:TAM(wA_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k2(graha_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(graha_1:card(cAra_1):mod(pArWiva_1:attr_gen(m):attr_num(sg):attr_per(a)):lwg__rp(BI_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1761	Hin_Geo_ncert_11stnd_1ch-bk1_0347	anya cAra graha gEsa se bane viSAla graha yA joviyana graha kahalAwe hEM.	(kahalA_1:TAM(wA_hE_1):attr_gen(m):attr_num(sg):attr_per(a):k1s(graha_1:attr_gen(m):attr_num(sg):attr_per(a)):k1s(graha_1):k1s(graha_1:attr_gen(m):attr_num(sg):attr_per(a):mod(anya_1):card(cAra_1):nmod__k1inv(bana_1-yA_1-yA_1:attr_gen(m):attr_num(sg):attr_per(a):rh(gEsa_1:attr_gen(m):attr_num(sg):attr_per(a))):mod(viSAla_1:attr_gen(f):attr_num(sg):attr_per(a)):nmod(yA_1:ccof(joviyana:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
1762	Hin_Geo_ncert_11stnd_1ch-bk1_0350	saBI grahoM kA nirmANa lagaBaga 4.6 araba varRoM pahale eka hI samaya meM huA.	(ho_1:TAM(yA_1):k1(nirmANa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(graha_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(saba_1))):k7t(varRa_1:attr_gen(m):attr_num(pl):attr_per(a):card(araba_1:attr_ne(loc):lwg__rp(lagaBaga_1):mod(46_1))):k7(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1:lwg__rp(hI_1))):CLAUSE_TYPE(affirmative))
1763	Hin_Geo_ncert_11stnd_1ch-bk1_0351	aBI waka plUto ko BI eka graha mAnA jAwA WA.	(mAna_1:TAM(0_jAwA_WA_1):k7t(aBI):k2(plUto:lwg__rp(BI_1)):k2s(graha_1:attr_gen(m):attr_num(sg):attr_per(a):card(eka_1)):CLAUSE_TYPE(affirmative))
1764	Hin_Geo_ncert_11stnd_1ch-bk1_0353	joviyana grahoM kI racanA apekRAkqwa aXika xUrI para huI.	(ho_1:TAM(yA_1):k1(racanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(graha_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(joviyana))):k7(xUrI_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(aXika_1:jjmod__intf(apekRAkqwa_1))):CLAUSE_TYPE(affirmative))
1765	Hin_Geo_ncert_11stnd_1ch-bk1_0354	sOra vAyu sUrya ke najaxIka jyAxA SakwiSAlI WI.	(WA_1:TAM(0_WA_1):k7p(vAyu_1+sUrya_1:pof__cn(sOra_1)):mod(SakwiSAlI_1:nmod__adj(jyAxA_1)):CLAUSE_TYPE(affirmative))
1766	Hin_Geo_ncert_11stnd_1ch-bk1_0355	awa:pArWiva grahoM se jyAxA mAwrA meM gEsa va XUlakaNa udZA le gaI.	(udZA_1:TAM(yA_1):k1(awapArWiva):k5(graha_1:attr_gen(m):attr_num(pl):attr_per(a)):k7(mAwrA_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(jyAxA_1)):k2(va_1:ccof(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(XUlakaNa_1)):CLAUSE_TYPE(affirmative))
1767	Hin_Geo_ncert_11stnd_1ch-bk1_0356	sOra pavana iwanI SakwiSAlI na hone ke kAraNa joviyana grahoM se gEsoM ko nahIM hatA pAI.	(hatA_1:TAM(yA_1):rh(ho_1-yA_1-yA_1:k1(pavana:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(sOra_1)):mod(SakwiSAlI_1:jjmod__intf(iwanA_1)):neg(na_1)):k5(graha_1:attr_gen(m):attr_num(pl):attr_per(a):nmod__adj(joviyana)):k2(gEsa_1:attr_gen(f):attr_num(pl):attr_per(a)):neg(nahIM_1):CLAUSE_TYPE(negative))
1768	Hin_Geo_ncert_11stnd_1ch-bk1_0358	caMxramA pqWvI kA akelA prAkqwika upagraha hE.	(hE_1:TAM(0_hE_1):k1(upagraha_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(caMxramA:attr_gen(m):attr_num(sg):attr_per(a))):mod(akelA_1:attr_ne(per):mod(prAkqwika_1))):CLAUSE_TYPE(affirmative))
1769	Hin_Geo_ncert_11stnd_1ch-bk1_0359	pqWvI kI waraha caMxramA kI uwpawwi saMbaMXI mawa praswuwa kie gae heM.	(praswuwa+kara_1:k2u(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):k2(uwpawwi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(caMxramA:attr_gen(m):attr_num(sg):attr_per(a))):k2(mawa_1:attr_gen(m):attr_num(sg):attr_per(a):mod(saMbaMXI_1)):CLAUSE_TYPE(affirmative))
1770	Hin_Geo_ncert_11stnd_1ch-bk1_0361	yaha pUrA piMda daMbala (bIca se pawalA va kinAroM se motA) kI Akqwi meM parivarwiwa huA Ora aMwawogawvA tUta gayA.	(Ora_1:ccof(parivarwiwa+ho_1-yA_1-yA_1:k1(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k1(daMbala_1:nmod(piMda_1:attr_gen(m):attr_num(sg):attr_per(a):mod(pUrA_1:attr_ne(loc)))):k7(Akqwi_1:attr_gen(f):attr_num(sg):attr_per(a):nmod(va_1:mod(pawalA_1:attr_gen(m):attr_num(sg):attr_per(a)):mod(motA_1:attr_gen(m):attr_num(sg):attr_per(a):jjmod(kinArA_1:attr_gen(m):attr_num(pl):attr_per(a)))))):ccof(tUta_1-0_gayA_1-0_gayA_1:k1(aMwawogawvA_1)):CLAUSE_TYPE(affirmative))
1771	Hin_Geo_ncert_11stnd_1ch-bk1_0363	yaxyapi vawarmAna samaya ke vEjFAnika inameM se kisI BI vyAKyA ko svIkAra nahIM karawe.	(yaxyapi_1:ccof(svIkAra+kara_1-yA_1-yA_1:k5(yaha:attr_gen(-):attr_num(pl):attr_per(a):r6(samaya_1:attr_gen(m):attr_num(sg):attr_per(a):mod(vawarmAna_1)):mod(vEjFAnika_1:attr_gen(m):attr_num(sg):attr_per(a))):k2(vyAKyA_1:attr_gen(f):attr_num(sg):attr_per(a):mod(koI:attr_gen(-):attr_num(sg):attr_per(a):lwg__rp(BI_1))):neg(nahIM_1)):CLAUSE_TYPE(negative))
1772	Hin_Geo_ncert_11stnd_1ch-bk1_0366	isa takarAva se pqWvI kA eka hissA tUtakara aMwarikRa meM biKara gayA.	(biKara_1:TAM(0_gayA_1):vmod(tUta_1:rh(takarAva_1:attr_gen(m):attr_num(sg):attr_per(a):nmod__adj(yaha)):k1(hissA_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):card(eka_1))):k7p(aMwarikRa_1:attr_gen(m):attr_num(sg):attr_per(a)):CLAUSE_TYPE(affirmative))
1773	Hin_Geo_ncert_11stnd_1ch-bk1_0368	yaha GatanA yA caMxramA kI uwpawwi lagaBaga 4.44 araba varRoM pahale huI.	(ho_1:TAM(yA_1):k1(yA_1:ccof(GatanA_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__adj(yaha)):ccof(uwpawwi_1:attr_gen(f):attr_num(sg):attr_per(a):r6(caMxramA:attr_gen(m):attr_num(sg):attr_per(a)))):k7t(varRa_1:attr_gen(m):attr_num(pl):attr_per(a):card(araba_1:attr_ne(loc):lwg__rp(lagaBaga_1):mod(444_1))):CLAUSE_TYPE(affirmative))
1774	Hin_Geo_ncert_11stnd_1ch-bk1_0370	yaha Aja kI pqWvI ke vAyumaMdala se bahuwa alaga WA.	(WA_1:TAM(0_WA_1):k1(yaha:attr_gen(-):attr_num(sg):attr_per(a)):k5(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(pqWvI_1:attr_gen(f):attr_num(sg):attr_per(a):r6(Aja_1:attr_gen(m):attr_num(sg):attr_per(a)))):mod(alaga_1:jjmod__intf(bahuwa_1)):CLAUSE_TYPE(affirmative))
1775	Hin_Geo_ncert_11stnd_1ch-bk1_0373	pqWvI kI saMracanA parawaxAra hE.	(hE_1:TAM(0_hE_1):k1(saMracanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a))):mod(parawaxAra_1):CLAUSE_TYPE(affirmative))
1776	Hin_Geo_ncert_11stnd_1ch-bk1_0376	vAyumaMdala kI saMracanA va saMgaTana ATaveM aXyAya meM bawAyI gayI hE.	(bawA_1:TAM(0_hE_1):k1(va_1:ccof(saMracanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a))):ccof(saMgaTana_1:attr_gen(m):attr_num(sg):attr_per(a))):k7(aXyAya_1:attr_gen(m):attr_num(sg):attr_per(a):ord(ATavAz_1)):CLAUSE_TYPE(affirmative))
1777	Hin_Geo_ncert_11stnd_1ch-bk1_0377	varwamAna vAyumaMdala ke vikAsa kI wIna avasWAez hEM.	(hE_1:TAM(0_hE_1):k1(avasWA_1:attr_gen(f):attr_num(pl):attr_per(a):r6(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a):mod(varwamAna_1))):card(wIna_1)):CLAUSE_TYPE(affirmative))
1778	Hin_Geo_ncert_11stnd_1ch-bk1_0378	isakI pahalI avasWA meM AxikAlika vAyumaMdalIya gEsoM kA hAsa hE.	(hE_1:TAM(0_hE_1):k7(avasWA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(yaha:attr_gen(-):attr_num(sg):attr_per(a)):ord(pahalA_1)):k1(AxikAlika_1):k1s(hAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(gEsa_1:attr_gen(f):attr_num(pl):attr_per(a):mod(vAyumaMdalIya_1))):CLAUSE_TYPE(affirmative))
1779	Hin_Geo_ncert_11stnd_1ch-bk1_0379	xUsarI avasWA meM, pqWvI ke BIwara se nikalI BApa evaM jalavARpa ne vAyumaMdala ke vikAsa meM sahayoga kiyA.	(sahayoga+kara_1:TAM(yA_1):rh(evaM_1:ccof(BApa_1:attr_gen(f):attr_num(sg):attr_per(a):nmod__k1inv(nikala_1-yA_1-yA_1:k7(avasWA_1:attr_gen(f):attr_num(sg):attr_per(a):ord(xUsarA_1)):k7p(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)))):ccof(jalavARpa_1)):k7(vikAsa_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
1780	Hin_Geo_ncert_11stnd_1ch-bk1_0380	aMwa meM vAyumaMdala kI saMracanA ko jEva maMdala ke prakASa saMSleRaNa prakriyA ne saMSoXiwa kiyA.	(saMSoXiwa+kara:TAM(yA_1):k7t(aMwa_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(saMracanA_1:attr_gen(f):attr_num(sg):attr_per(a):r6(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a))):k1(prakriyA:attr_gen(f):attr_num(sg):attr_per(a):r6(jEva_1+maMdala_1):pof__cn(prakASa_1:attr_gen(m):attr_num(sg):attr_per(a)):pof__cn(saMSleRaNa_1)):CLAUSE_TYPE(affirmative))
1781	Hin_Geo_ncert_11stnd_1ch-bk1_0383	pqWvI ke TaMdA hone Ora viBexana ke xOrAna, pqWvI ke aMxarUnI BAga se bahuwa sI gEseM va jalavARpa bAhara nikale.	(Ora_1:ccof(TaMdA+ho-yA_1:attr_gen(f):attr_num(sg):attr_per(a)):ccof(nikala_1-yA_1-yA_1:k7t(viBexana_1):k5(BAga_1:attr_gen(f):attr_num(sg):attr_per(a):r6(pqWvI:attr_gen(f):attr_num(sg):attr_per(a)):r6(pqWvI:attr_gen(m):attr_num(sg):attr_per(a)):mod(aMxarUnI_1:attr_gen(f):attr_num(sg):attr_per(a))):k1(va_1:ccof(gEsa_1:nmod__adj(bahuwa_1:lwg__rp(sI_1:attr_gen(m):attr_num(sg):attr_per(a)))):ccof(jalavARpa_1:attr_gen(f):attr_num(pl):attr_per(a)))):CLAUSE_TYPE(affirmative))
1782	Hin_Geo_ncert_11stnd_1ch-bk1_0384	isI se Aja ke vAyumaMdala kA uxBava huA.	(ho_1:TAM(yA_1):rh(yaha):k1(uxBava_1:attr_gen(m):attr_num(sg):attr_per(a):r6(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a):r6(Aja_1:attr_gen(m):attr_num(sg):attr_per(a)))):CLAUSE_TYPE(affirmative))
1783	Hin_Geo_ncert_11stnd_1ch-bk1_0387	lagAwAra jvAlAmuKI visPota se vAyumaMdala meM jalavARpa va gEsa baDZane lagI.	(baDZa_1:TAM(gA_1):adv(lagAwAra_1):rh(jvAlAmuKI_1+visPota_1):k7p(vAyumaMdala_1:attr_gen(m):attr_num(sg):attr_per(a)):k2(va_1:ccof(jalavARpa_1):ccof(gEsa_1:attr_gen(f):attr_num(sg):attr_per(a))):CLAUSE_TYPE(affirmative))
